# Pipeline started at 09-14 14:34:15

# pid	hash	cid	runtime	mem	cmd	lock
58419	bdcc3a6c51	1	0:00:00.160000	 0.0183	ln	lock.raw__gold1_R1.fastq.gz
58460	61cbc4e916	2	0:00:00.160000	 0.0199	ln	lock.raw__gold1_R2.fastq.gz
58498	c244f4619c	3	0:00:00.160000	 0.0181	ln	lock.fastq__gold1_R2.fastq.gz
58539	7bab04496c	4	0:00:00.280000	 0.018	ln	lock.fastq__gold1_R2.fastq.gz
59832	c367d82d4f	5	0:03:50.150000	 0.0502	skewer	lock.fastq__gold1_R1_trim.fastq
60392	c27c6cc352	6	0:00:00.030000	 0.0003	mv	lock.fastq__gold1_R1_trim.fastq
60393	38d52d2fc3	7	0:00:00.020000	 0.0	mv	lock.fastq__gold1_R1_trim.fastq
60543	d2ec46eba5	7f	0:03:53.050000	 0.2727	fastqc	lock.fastq__gold1_R1_trim_fastqc.html
61021	efa049e5a3	7f	0:03:53.410000	 0.2828	fastqc	lock.fastq__gold1_R2_trim_fastqc.html
61656	61ec18a022	8	0:00:00.160000	 0.0015	mkfifo	lock.prealignments__rCRSd_bt2
61699	cff4a15694	10	0:09:26.770000	 0.2101	bowtie2	lock.prealignments__gold1_rCRSd_unmap_R2.fq.gz
62566	91a663bde1	11	0:00:00.160000	 0.0198	mkfifo	lock.prealignments__human_repeats_bt2
62607	f936fbfda3	13	0:08:18.690000	 0.2193	bowtie2	lock.prealignments__gold1_human_repeats_unmap_R2.fq.gz
63746	8d7b61aba0	14	0:00:45.170000	 0.0456	pigz	lock.prealignments__gold1_rCRSd_unmap_R1.fq.gz
63862	ae3f722f14	15	0:00:41.970000	 0.0498	pigz	lock.prealignments__gold1_rCRSd_unmap_R2.fq.gz
63970	3421b7e7f8	16	0:00:36.400000	 0.0496	pigz	lock.prealignments__gold1_human_repeats_unmap_R1.fq.gz
64079	9e9dd041b8	17	0:00:36.430000	 0.0476	pigz	lock.prealignments__gold1_human_repeats_unmap_R2.fq.gz
64473	90d9f0fda4	18	0:29:44.570000	 4.3113	bowtie2	lock.aligned_hg38__gold1_sort_dedup.bam
64474	90d9f0fda4	19	0:30:04.600000	 0.0249	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
64476	90d9f0fda4	20	0:35:41.090000	 0.8884	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
68272	8b579c444c	21	0:01:23.900000	 0.0535	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
68567	d09fa663fa	22	0:00:40.610000	 0.0249	samtools	lock.aligned_hg38__gold1_sort_dedup.bam.bai
68643	a63e434164	23	0:00:35.340000	 0.0276	samtools	lock.aligned_hg38__gold1_sort_dedup.bam.bai
69103	ca6f175c41	24	0:00:00.220000	 0.0277	samtools	lock.aligned_hg38__gold1_noMT.bam
69111	ca6f175c41	26	0:00:00.250000	 0.0024	awk	lock.aligned_hg38__gold1_noMT.bam
69104	ca6f175c41	25	0:00:00.260000	 0.014	cut	lock.aligned_hg38__gold1_noMT.bam
69123	ca6f175c41	27	0:00:00.280000	 0.0039	grep	lock.aligned_hg38__gold1_noMT.bam
69265	45755c6ffe	28	0:00:54.080000	 0.0529	samtools	lock.aligned_hg38__gold1_noMT.bam
69391	28a2021bc3	29	0:00:00.610000	 0.0012	mv	lock.aligned_hg38__gold1_noMT.bam
69393	a63e434164	30	0:00:37.870000	 0.0269	samtools	lock.aligned_hg38__gold1_noMT.bam
69466	61fe8acfea	31	0:01:34.500000	 4.3281	/scratch/jps3dp/tools/databio//pepatac/tools/bamQC.py	lock.QC_hg38__gold1_bamQC.tsv
69738	d12a0d6452	32	0:00:11.470000	 0.0376	samtools	lock.aligned_hg38__gold1_unmap.bam
69910	d5fc601a64	33	0:04:08.950000	 7.1119	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
69917	d5fc601a64	35	0:04:08.960000	 0.731	samblaster	lock.aligned_hg38__gold1_sort_dedup.bam
69911	d5fc601a64	34	0:04:21.020000	 0.0204	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
69928	d5fc601a64	36	0:04:33.050000	 0.0236	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
69932	d5fc601a64	37	0:05:39.540000	 6.906	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
70740	b552695bb0	38	0:00:36.170000	 0.0247	samtools	lock.aligned_hg38__gold1_sort_dedup.bam
71626	5a89c3d0ed	39	0:12:43.980000	 0.0234	preseq	lock.QC_hg38__gold1_preseq_out.txt
72825	8246001343	40	0:12:47.660000	 0.0274	preseq	lock.QC_hg38__gold1_preseq_yield.txt
74217	52e2b6a250	41	0:01:04.030000	 0.0207	echo	lock.QC_hg38__gold1_preseq_counts.txt
74358	5ed30aa4a0	42	0:00:12.720000	 0.062	Rscript	lock.QC_hg38__gold1_preseq_plot.png
74548	7c5d14085b	43	0:11:24.960000	 3.8762	/scratch/jps3dp/tools/databio//pepatac/tools/bamSitesToWig.py	lock.aligned_hg38__gold1_smooth.bw
106609	54992da564	44	0:00:11.190000	 2.6176	/scratch/jps3dp/tools/databio//pepatac/tools/pyTssEnrichment.py	lock.QC_hg38__gold1_TSS_enrichment.txt
106689	491d50dd34	45	0:00:07.060000	 0.2509	Rscript	lock.QC_hg38__gold1_TSS_enrichment.pdf
106790	25ce17903e	46	0:03:42.190000	 0.0229	perl	lock.QC_hg38__gold1_fragLenDistribution.pdf
107021	4826c2394c	47	0:00:12.500000	 4.7401	sort	lock.QC_hg38__gold1_fragLenDistribution.pdf
107022	4826c2394c	48	0:00:12.540000	 0.0218	uniq	lock.QC_hg38__gold1_fragLenDistribution.pdf
107129	c4b75d7826	49	0:00:07.290000	 0.3119	Rscript	lock.QC_hg38__gold1_fragLenDistribution.pdf
107243	7204b78d7f	50	0:00:00.160000	 0.0176	ln	lock.raw__hg38_annotations.bed
107283	ef577a8eee	51	0:00:00.810000	 0.0029	pigz	lock.raw__hg38_annotations.bed
107328	8948f10085	52	0:04:50.480000	 0.7773	macs2	lock.peak_calling_hg38__gold1_peaks.narrowPeak
107976	a215434ccb	53	0:00:06.350000	 0.0469	pigz	lock.aligned_hg38_exact__gold1_shift.bed.gz
108055	3a1ddba5d4	54	0:00:01.960000	 0.0205	awk	lock.peak_calling_hg38__gold1_peaks_fixedWidth.narrowPeak
108097	35c7dbef63	55	0:00:07.210000	 0.2487	Rscript	lock.peak_calling_hg38__gold1_peaks_normalized.narrowPeak
61698	21a71d5908	9	1:59:39.230000	 0.0	perl	None
62606	ea8b5bd2a0	12	1:50:12.030000	 0.0	perl	None
