# Pipeline started at 09-17 15:47:24

ln	 None	0:00:00.010000	 -1
ln	 None	0:00:00.010000	 -1
pigz	 None	0:00:29.580000	 -1
pigz	 None	0:00:55.520000	 -1
skewer	 None	0:04:26.820000	 0.021304
mv	 None	0:00:00.030000	 -1
mv	 None	0:00:00	 -1
fastqc	 None	0:02:26.540000	 0.17852
fastqc	 None	0:02:27.310000	 0.175688
mkfifo	 None	0:00:00.010000	 -1
(bowtie2	 None	0:06:32.290000	 -1
bowtie2	 None	1:52:02.870000	 -1
samtools	 None	0:02:44.960000	 -1
samtools	 None	0:01:20.210000	 0.01824
/sfs/lustre/scratch/jps3dp/DATA/pepatac/tutorial/tools/pepatac/tools/bamQC.py	 None	0:01:15.430000	 0.058764
samtools	 None	0:00:17.660000	 -1
java	 None	0:13:07.780000	 -1
samtools	 None	0:01:27.150000	 0.016664
/sfs/lustre/scratch/jps3dp/DATA/pepatac/tutorial/tools/pepatac/tools/bamSitesToWig.py	 None	0:17:31.250000	 0.028104
touch	 None	0:00:00.010000	 -1
/sfs/lustre/scratch/jps3dp/DATA/pepatac/tutorial/tools/pepatac/tools/pyTssEnrichment.py	 None	0:00:18.120000	 0.218972
Rscript	 None	0:00:03.080000	 0.031908
perl	 None	0:03:42.940000	 0.002356
sort	 None	0:00:21.200000	 -1
Rscript	 None	0:00:09.540000	 0.422592
macs2	 None	0:04:28.660000	 0.995744
Rscript	 None	0:00:05.780000	 0.102912
cut	 None	0:00:00.050000	 -1
samtools	 None	0:00:00.030000	 -1
bedtools	 None	0:00:00.250000	 -1
bedtools	 None	0:01:56.340000	 -1
zcat	 None	0:00:00.750000	 -1
cut	 None	0:00:03.040000	 -1
bedtools	 None	0:01:37.300000	 -1
cut	 None	0:00:00.870000	 -1
bedtools	 None	0:01:38.090000	 -1
cut	 None	0:00:01.110000	 -1
bedtools	 None	0:01:38.290000	 -1
cut	 None	0:00:01.150000	 -1
bedtools	 None	0:01:57.580000	 -1
cut	 None	0:00:00.630000	 -1
bedtools	 None	0:01:38.770000	 -1
cut	 None	0:00:00.630000	 -1
bedtools	 None	0:01:39.230000	 -1
Rscript	 None	0:00:33.920000	 0.478884
Rscript	 None	0:00:18.620000	 0.296508
