# Pipeline started at 09-21 14:43:04

# pid	hash	cid	runtime	mem	cmd	lock
9146	77d069eef9	1	0:00:00.030000	 0.0	ln	lock.raw__tutorial2_R1.fastq.gz
9147	922ac8ae1e	2	0:00:00.020000	 0.0	ln	lock.raw__tutorial2_R2.fastq.gz
9148	6ac02a49ef	3	0:00:00.050000	 0.0	ln	lock.fastq__tutorial2_R2.fastq.gz
9149	8ae8d713a7	4	0:00:00.020000	 0.0	ln	lock.fastq__tutorial2_R2.fastq.gz
9185	4bb7175775	5	0:00:26.150000	 0.0033	skewer	lock.fastq__tutorial2_R1_trim.fastq
9225	74a55d0556	6	0:00:00.100000	 0.0013	mv	lock.fastq__tutorial2_R1_trim.fastq
9226	b9bb2d29b8	7	0:00:00.040000	 0.0003	mv	lock.fastq__tutorial2_R1_trim.fastq
9231	a08d5b1970	7f	0:00:06.510000	 0.1731	fastqc	lock.fastq__tutorial2_R1_trim_fastqc.html
9263	13b29a1454	7f	0:00:06.490000	 0.1711	fastqc	lock.fastq__tutorial2_R2_trim_fastqc.html
9296	bfdab8a4ee	8	0:00:00.040000	 0.0	mkfifo	lock.prealignments__rCRSd_bt2
9299	3b94efe982	10	0:00:15.150000	 0.0675	bowtie2	lock.prealignments__tutorial2_rCRSd_unmap_R2.fq.gz
9350	b8c22e26b4	11	0:00:00.100000	 0.0007	mkfifo	lock.prealignments__human_repeats_bt2
9352	2c3490c3cf	13	0:00:15.930000	 0.0718	bowtie2	lock.prealignments__tutorial2_human_repeats_unmap_R2.fq.gz
9421	1db9a6b2fe	14	0:00:08.110000	 0.0032	pigz	lock.prealignments__tutorial2_rCRSd_unmap_R1.fq.gz
9451	42a73e2a5b	15	0:00:06.880000	 0.0032	pigz	lock.prealignments__tutorial2_rCRSd_unmap_R2.fq.gz
9584	e62e673b82	16	0:00:06.610000	 0.0032	pigz	lock.prealignments__tutorial2_human_repeats_unmap_R1.fq.gz
9604	20a52decbd	17	0:00:06.430000	 0.0032	pigz	lock.prealignments__tutorial2_human_repeats_unmap_R2.fq.gz
9621	d64561f18c	19	0:06:04.030000	 0.0037	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
9620	d64561f18c	18	0:06:04.050000	 3.5449	bowtie2	lock.aligned_hg38__tutorial2_sort_dedup.bam
9622	d64561f18c	20	0:06:11.750000	 0.2215	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
10972	46b9ef42b6	21	0:00:12.350000	 0.0129	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
11006	cd898381e5	22	0:00:04.870000	 0.0216	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam.bai
11013	1aaa9cfe4a	23	0:00:01.490000	 0.016	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam.bai
11022	a3be410060	27	0:00:00.200000	 0.0	grep	lock.aligned_hg38__tutorial2_noMT.bam
11019	a3be410060	24	0:00:00.210000	 0.0036	samtools	lock.aligned_hg38__tutorial2_noMT.bam
11021	a3be410060	26	0:00:00.230000	 0.001	awk	lock.aligned_hg38__tutorial2_noMT.bam
11020	a3be410060	25	0:00:00.250000	 0.0007	cut	lock.aligned_hg38__tutorial2_noMT.bam
11024	2a75ba0bb4	28	0:00:10.880000	 0.0147	samtools	lock.aligned_hg38__tutorial2_noMT.bam
11044	9fd8c51b17	29	0:00:00.180000	 0.0	mv	lock.aligned_hg38__tutorial2_noMT.bam
11045	1aaa9cfe4a	30	0:00:01.340000	 0.0152	samtools	lock.aligned_hg38__tutorial2_noMT.bam
11050	9ff09765ba	31	0:00:11.060000	 0.342	/scratch/jps3dp/data/tmp/pepatac_tutorial/tools/pepatac/tools/bamQC.py	lock.QC_hg38__tutorial2_bamQC.tsv
11091	18411c036e	32	0:00:03.550000	 0.006	samtools	lock.aligned_hg38__tutorial2_unmap.bam
11110	943b2280e7	33	0:00:26.520000	 0.2417	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
11112	943b2280e7	35	0:00:26.540000	 0.0052	samblaster	lock.aligned_hg38__tutorial2_sort_dedup.bam
11114	943b2280e7	37	0:00:34.640000	 0.2415	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
11111	943b2280e7	34	0:00:34.660000	 0.0034	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
11113	943b2280e7	36	0:00:34.680000	 0.0037	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
11261	dc804685a4	38	0:00:02.220000	 0.0152	samtools	lock.aligned_hg38__tutorial2_sort_dedup.bam
11359	2c55c0bc0e	39	0:00:05.700000	 0.0052	preseq	lock.QC_hg38__tutorial2_preseq_out.txt
11371	545eeef827	40	0:00:05.260000	 0.0051	preseq	lock.QC_hg38__tutorial2_preseq_yield.txt
11379	c174fc8c40	41	0:21:05.850000	 2.4949	/scratch/jps3dp/data/tmp/pepatac_tutorial/tools/pepatac/tools/bamSitesToWig.py	lock.aligned_hg38__tutorial2_smooth.bw
15806	f11737fea9	42	0:00:15.860000	 0.4307	/scratch/jps3dp/data/tmp/pepatac_tutorial/tools/pepatac/tools/pyTssEnrichment.py	lock.QC_hg38__tutorial2_TSS_enrichment.txt
15863	764be17b36	43	0:00:07.400000	 0.2394	Rscript	lock.QC_hg38__tutorial2_TSS_enrichment.pdf
15892	39f9160d06	44	0:00:04.780000	 0.0057	perl	lock.QC_hg38__tutorial2_fragLenDistribution.pdf
15971	e15adf00bb	46	0:00:01.100000	 0.0022	uniq	lock.QC_hg38__tutorial2_fragLenDistribution.pdf
15970	e15adf00bb	45	0:00:01.170000	 0.0179	sort	lock.QC_hg38__tutorial2_fragLenDistribution.pdf
15977	643ea881dc	47	0:00:06.410000	 0.2432	Rscript	lock.QC_hg38__tutorial2_fragLenDistribution.pdf
15999	0b02b25788	48	0:00:00.030000	 0.0	ln	lock.raw__hg38_annotations.bed
16005	fb60b62da4	49	0:00:00.450000	 0.0021	pigz	lock.raw__hg38_annotations.bed
16049	53f4f0444c	50	0:04:06.540000	 0.1178	macs2	lock.peak_calling_hg38__tutorial2_peaks.narrowPeak
16744	2f78903197	51	0:00:01.600000	 0.0047	pigz	lock.aligned_hg38_exact__tutorial2_shift.bed.gz
16755	a433eaee72	52	0:00:01.080000	 0.0069	awk	lock.peak_calling_hg38__tutorial2_peaks_fixedWidth.narrowPeak
16758	61020095f3	53	0:00:17.200000	 0.5843	Rscript	lock.peak_calling_hg38__tutorial2_peaks_normalized.narrowPeak
16795	b804369ef0	54	0:00:00.020000	 0.0	ln	lock.raw__hg38_blacklist.bed
16796	03f991b76f	55	0:00:00.090000	 0.0023	pigz	lock.raw__hg38_blacklist.bed
16801	ac34ad9e24	56	0:00:00.930000	 0.0045	bedtools	lock.peak_calling_hg38__tutorial2_peaks_rmBlacklist.narrowPeak
16805	ba678701db	57	0:00:13.280000	 0.2261	Rscript	lock.peak_calling_hg38__blacklist.flag
16844	c6dd28694f	58	0:00:00.090000	 0.0004	touch	lock.peak_calling_hg38__blacklist.flag
16854	81bcfecf7a	60	0:00:00.090000	 0.0	grep	lock.peak_calling_hg38__chr_order.txt
16856	81bcfecf7a	62	0:00:00.110000	 0.0	awk	lock.peak_calling_hg38__chr_order.txt
16853	81bcfecf7a	59	0:00:00.130000	 0.0028	samtools	lock.peak_calling_hg38__chr_order.txt
16855	81bcfecf7a	61	0:00:00.170000	 0.0	awk	lock.peak_calling_hg38__chr_order.txt
16858	a306d7b978	63	0:00:00.170000	 0.0022	cut	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16860	81bcfecf7a	64	0:00:00.050000	 0.0	samtools	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16862	81bcfecf7a	66	0:00:00.060000	 0.0	awk	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16861	81bcfecf7a	65	0:00:00.130000	 0.0	grep	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16863	81bcfecf7a	67	0:00:00.150000	 0.0	awk	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16865	da592b9db1	68	0:00:00.170000	 0.0022	cut	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16867	eaf4e74a65	69	0:00:00.650000	 0.0062	bedtools	lock.peak_calling_hg38__tutorial2_peaks_sort.bed
16870	c082faefc5	70	0:00:03.680000	 0.0109	bedtools	lock.peak_calling_hg38__coverage.flag
16871	c082faefc5	71	0:00:03.690000	 0.0022	uniq	lock.peak_calling_hg38__coverage.flag
16894	1541c61f44	72	0:00:00.990000	 0.0111	awk	lock.peak_calling_hg38__coverage.flag
16896	b3ab1ca910	73	0:00:00.030000	 0.0	mv	lock.peak_calling_hg38__coverage.flag
16897	788f4bcfc7	74	0:00:00.150000	 0.0004	touch	lock.peak_calling_hg38__coverage.flag
16901	cea6387014	75	0:00:00.740000	 0.0047	pigz	lock.peak_calling_hg38__tutorial2_peaks_coverage.bed.gz
16921	c633eadbcc	76	0:00:00.030000	 0.0	echo	lock.peak_calling_hg38__bigNarrowPeak.as
16922	70d78bbddd	77	0:00:01.310000	 0.0038	bedToBigBed	lock.peak_calling_hg38__tutorial2_peaks.bigBed
16924	08e2b103be	78	0:00:34.810000	 0.5301	Rscript	lock.QC_hg38__tutorial2_peak_chromosome_distribution.pdf
16989	8fbb510620	79	0:00:14.960000	 0.5281	Rscript	lock.QC_hg38__tutorial2_peak_TSS_distribution.pdf
17224	928e4677d2	80	0:00:15.660000	 0.6525	Rscript	lock.QC_hg38__tutorial2_peak_genomic_distribution.pdf
17271	48dc2cf487	81	0:00:01.610000	 0.0054	awk	lock.QC_hg38__3' UTR
17274	e963002add	82	0:00:00.030000	 0.0	mv	lock.QC_hg38__3_UTR
17275	dd7673b7bb	83	0:00:00.070000	 0.0	cut	lock.QC_hg38__3_UTR_sort.bed
17277	dd7673b7bb	85	0:00:01.020000	 0.0007	cut	lock.QC_hg38__3_UTR_sort.bed
17276	dd7673b7bb	84	0:00:01.060000	 0.0023	grep	lock.QC_hg38__3_UTR_sort.bed
17278	dd7673b7bb	86	0:00:01.170000	 0.0359	bedtools	lock.QC_hg38__3_UTR_sort.bed
17281	2861c61988	87	0:00:01.650000	 0.008	bedtools	lock.QC_hg38__tutorial2_3_UTR_coverage.bed
17285	c2383b6ec3	89	0:00:00.030000	 0.0	mv	lock.QC_hg38__5_UTR
17286	5ff82bf2f7	90	0:00:00.050000	 0.0	cut	lock.QC_hg38__5_UTR_sort.bed
17287	5ff82bf2f7	91	0:00:00.890000	 0.0026	grep	lock.QC_hg38__5_UTR_sort.bed
17289	5ff82bf2f7	93	0:00:00.910000	 0.0092	bedtools	lock.QC_hg38__5_UTR_sort.bed
17288	5ff82bf2f7	92	0:00:00.930000	 0.0007	cut	lock.QC_hg38__5_UTR_sort.bed
17292	a004e537d9	94	0:00:01.720000	 0.0074	bedtools	lock.QC_hg38__tutorial2_5_UTR_coverage.bed
17296	f4bc2c7542	96	0:00:00.050000	 0.0	cut	lock.QC_hg38__Enhancer_sort.bed
17298	f4bc2c7542	98	0:00:01.200000	 0.0007	cut	lock.QC_hg38__Enhancer_sort.bed
17297	f4bc2c7542	97	0:00:01.240000	 0.0023	grep	lock.QC_hg38__Enhancer_sort.bed
17299	f4bc2c7542	99	0:00:01.260000	 0.0099	bedtools	lock.QC_hg38__Enhancer_sort.bed
17305	6be457e4f7	100	0:00:01.810000	 0.0086	bedtools	lock.QC_hg38__tutorial2_Enhancer_coverage.bed
17310	2ed54983cb	102	0:00:00.060000	 0.0	cut	lock.QC_hg38__Exon_sort.bed
17311	2ed54983cb	103	0:00:04.310000	 0.0026	grep	lock.QC_hg38__Exon_sort.bed
17313	2ed54983cb	105	0:00:04.620000	 0.1668	bedtools	lock.QC_hg38__Exon_sort.bed
