File_mb	4809.4498	PEPATAC
Read_type	paired	PEPATAC
Genome	hg19	PEPATAC
Raw_reads	166092252	PEPATAC
Fastq_reads	166092252	PEPATAC
Trimmed_reads	166090588	PEPATAC
Trim_loss_rate	0.0	PEPATAC
Aligned_reads_rCRSd	29229450.0	PEPATAC
Alignment_rate_rCRSd	17.6	PEPATAC
File_mb	4809.4498	PEPATAC
Read_type	paired	PEPATAC
Genome	hg19	PEPATAC
Aligned_reads_rCRSd	29229450.0	PEPATAC
Alignment_rate_rCRSd	17.6	PEPATAC
Aligned_reads	118880126	PEPATAC
Alignment_rate	71.58	PEPATAC
Total_efficiency	71.57	PEPATAC
NRF	0.9	PEPATAC
PBC1	0.95	PEPATAC
PBC2	18.82	PEPATAC
Duplicate_reads	6651738.0	PEPATAC
Dedup_aligned_reads	112228388	PEPATAC
Dedup_alignment_rate	67.57	PEPATAC
Dedup_total_efficiency	67.57	PEPATAC
File_mb	4809.4498	PEPATAC
Read_type	paired	PEPATAC
Genome	hg19	PEPATAC
Aligned_reads_rCRSd	29229450.0	PEPATAC
Alignment_rate_rCRSd	17.6	PEPATAC
TSS_Score	10.1343127413	PEPATAC
Peak_count	99384	PEPATAC
FRiP	0.150784724101	PEPATAC
Time	1:01:14	PEPATAC
Success	09-18-09:15:50	PEPATAC
