# Pipeline started at 09-18 09:41:39

ln	 None	0:00:00.010000	 -1
ln	 None	0:00:00.010000	 -1
pigz	 None	0:00:27.090000	 -1
pigz	 None	0:00:32.130000	 -1
skewer	 None	0:04:18.380000	 0.020036
mv	 None	0:00:00.060000	 -1
mv	 None	0:00:00.010000	 -1
fastqc	 None	0:02:23.430000	 0.196572
fastqc	 None	0:02:39.390000	 0.166032
mkfifo	 None	0:00:00.010000	 -1
(bowtie2	 None	0:05:55.590000	 -1
bowtie2	 None	2:13:11.330000	 -1
samtools	 None	0:02:36.630000	 -1
samtools	 None	0:01:28.040000	 0.016948
/sfs/lustre/scratch/jps3dp/DATA/pepatac/tutorial/tools/pepatac/tools/bamQC.py	 None	0:01:22.160000	 0.058496
samtools	 None	0:00:17.810000	 -1
java	 None	0:13:53.850000	 -1
samtools	 None	0:01:30.180000	 0.01652
/sfs/lustre/scratch/jps3dp/DATA/pepatac/tutorial/tools/pepatac/tools/bamSitesToWig.py	 None	0:17:35.420000	 0.029784
touch	 None	0:00:00	 -1
/sfs/lustre/scratch/jps3dp/DATA/pepatac/tutorial/tools/pepatac/tools/pyTssEnrichment.py	 None	0:00:14.700000	 0.043888
Rscript	 None	0:00:02.990000	 0.033544
perl	 None	0:03:48.220000	 0.002356
sort	 None	0:00:24.310000	 -1
Rscript	 None	0:00:09.880000	 0.422592
macs2	 None	0:05:00.770000	 1.020616
Rscript	 None	0:00:03.600000	 0.032244
cut	 None	0:00:00.050000	 -1
samtools	 None	0:00:00.030000	 -1
bedtools	 None	0:00:00.130000	 -1
bedtools	 None	0:01:59.270000	 -1
ln	 None	0:00:00.010000	 -1
zcat	 None	0:00:00.750000	 -1
cut	 None	0:00:00.170000	 -1
bedtools	 None	0:01:38.410000	 -1
cut	 None	0:00:00.250000	 -1
bedtools	 None	0:01:40.800000	 -1
cut	 None	0:00:00.630000	 -1
bedtools	 None	0:01:40.590000	 -1
cut	 None	0:00:00.590000	 -1
bedtools	 None	0:02:23.430000	 -1
cut	 None	0:00:00.090000	 -1
bedtools	 None	0:01:40.460000	 -1
cut	 None	0:00:00.170000	 -1
bedtools	 None	0:01:40.740000	 -1
Rscript	 None	0:00:32.530000	 0.51108
Rscript	 None	0:00:16.640000	 0.394628
